"","x"
"654",1
"655",0
"656",0
"657",1
"658",0
"659",1
"660",1
"661",0
"662",-2
"663",1
"664",0
"665",0
"666",0
"667",0
"668",1
"669",0
"670",0
"671",-1
"672",0
"673",0
"674",-1
"675",-2
"676",-1
"677",0
"678",1
"679",0
"680",0
"681",-1
"682",1
"683",1
"684",-1
"685",1
"686",1
"687",1
"688",0
"689",2
"690",-1
"691",0
"692",-1
"693",1
"694",-1
"695",0
"696",0
"697",-1
"698",1
"699",0
"700",0
"701",0
"702",1
"703",-1
"704",0
"705",0
"706",0
"707",1
"708",-1
"709",0
"710",0
"711",0
"712",-1
"713",-1
"714",0
"715",-1
"716",1
"717",0
"718",0
"719",0
"720",-1
"721",-1
"722",1
"723",-2
"724",-1
"725",0
"726",0
"727",-1
"728",0
"729",0
"730",0
"731",0
"732",0
"733",0
"734",0
"735",0
"736",0
"737",0
"738",0
"739",0
"740",-1
"741",0
"742",0
"743",-1
"744",0
"745",0
"746",0
"747",1
"748",0
"749",0
"750",1
"751",-1
"752",0
"753",0
"754",-1
"755",0
"756",1
"757",-1
"758",-1
"759",0
"760",0
"761",0
"762",0
"763",0
"764",1
"765",0
"766",0
"767",-1
"768",0
"769",0
"770",0
"771",1
"772",0
"773",-1
"774",0
"775",1
"776",-1
"777",1
"778",0
"779",1
"780",-1
"781",0
"782",-1
"783",0
"784",-2
"785",-1
"786",1
"787",0
"788",0
"789",1
"790",1
"791",1
"792",0
"793",-1
"794",1
"795",0
"796",1
"797",-1
"798",-3
"799",1
"800",0
"801",0
"802",0
"803",0
"804",1
"805",1
"806",-1
"807",0
"808",-1
"809",0
"810",-1
"811",0
"812",1
"813",-1
"814",0
"815",2
"816",-1
"817",0
"818",0
"819",1
"820",-1
"821",-1
"822",-3
"823",0
"824",1
"825",0
"826",3
"827",0
"828",1
"829",0
"830",0
"831",-1
"832",1
"833",0
"834",-1
"835",-1
"836",0
"837",2
"838",0
"839",0
"840",1
"841",0
"842",0
"843",1
"844",0
"845",1
"846",0
"847",1
"848",-1
"849",1
"850",1
"851",0
"852",0
"853",-1
"854",0
"855",0
"856",0
"857",0
"858",0
"859",1
"860",1
"861",0
"862",0
"863",-1
"864",0
"865",0
"866",1
"867",0
"868",-1
"869",0
"870",0
"871",0
"872",1
"873",0
"874",0
"875",-1
"876",0
"877",0
"878",0
"879",1
"880",-1
"881",-1
"882",1
"883",0
"884",-1
"885",0
"886",1
"887",-2
"888",0
"889",-1
"890",-2
"891",0
"892",0
"893",0
"894",0
"895",0
"896",-1
"897",0
"898",0
"899",0
"900",-1
"901",0
"902",-1
"903",1
"904",-1
"905",0
"906",1
"907",0
"908",1
"909",0
"910",1
"911",0
"912",1
"913",0
"914",0
"915",18
"916",-1
"917",-1
"918",0
"919",0
"920",0
"921",0
"922",-1
"923",-1
"924",0
"925",0
"926",0
"927",0
"928",0
"929",0
"930",0
"931",0
"932",1
"933",-1
"934",0
"935",-1
"936",0
"937",0
"938",-1
"939",0
"940",-1
"941",0
"942",0
"943",0
"944",-1
"945",0
"946",0
"947",0
"948",-1
"949",0
"950",0
"951",1
"952",0
"953",0
"954",-1
"955",0
"956",0
"957",0
"958",0
"959",0
"960",0
"961",0
"962",0
"963",0
"964",0
"965",0
"966",0
"967",0
"968",0
"969",0
"970",-1
"971",1
"972",1
"973",0
"974",-2
"975",0
"976",-1
"977",0
"978",0
"979",1
"980",0
"981",0
"982",0
"983",1
"984",-1
"985",0
"986",-1
"987",-1
"988",-1
"989",1
"990",0
"991",-1
"992",0
"993",0
"994",-1
"995",0
"996",0
"997",0
"998",1
"999",1
"1000",0
"1001",0
"1002",0
"1003",1
"1004",0
"1005",-1
"1006",1
"1007",-1
"1008",1
"1009",0
"1010",0
"1011",0
"1012",0
"1013",-1
"1014",0
"1015",0
"1016",0
"1017",-1
"1018",1
"1019",-1
"1020",0
"1021",0
"1022",-1
"1023",-2
"1024",0
"1025",-1
"1026",1
"1027",0
"1028",0
"1029",-1
"1030",0
"1031",0
"1032",1
"1033",0
"1034",1
"1035",0
"1036",-1
"1037",-1
"1038",-1
"1039",-2
"1040",3
"1041",1
"1042",0
"1043",1
"1044",-1
"1045",0
"1046",-1
"1047",-2
"1048",1
"1049",-1
"1050",0
"1051",-1
"1052",0
"1053",0
"1054",0
"1055",0
"1056",0
"1057",-1
"1058",0
"1059",-1
"1060",1
"1061",-1
"1062",-1
"1063",-1
"1064",0
"1065",0
"1066",0
"1067",0
"1068",0
"1069",0
"1070",0
"1071",0
"1072",1
"1073",0
"1074",0
"1075",1
"1076",-1
"1077",-1
"1078",1
"1079",0
"1080",0
"1081",1
"1082",0
"1083",0
"1084",1
"1085",0
"1086",0
"1087",-1
"1088",0
"1089",-1
"1090",0
"1091",0
"1092",0
"1093",0
"1094",0
"1095",0
"1096",0
"1097",1
"1098",0
"1099",-1
"1100",1
"1101",0
"1102",0
"1103",0
"1104",0
"1105",0
"1106",0
"1107",1
"1108",-1
"1109",0
"1110",1
"1111",-1
"1112",-1
"1113",-1
"1114",0
"1115",1
"1116",0
"1117",0
"1118",0
"1119",0
"1120",-1
"1121",2
"1122",0
"1123",0
"1124",1
"1125",0
"1126",0
"1127",1
"1128",0
"1129",0
"1130",0
"1131",-1
"1132",1
"1133",1
"1134",0
"1135",-1
"1136",0
"1137",0
"1138",0
"1139",-1
"1140",1
"1141",0
"1142",0
"1143",0
"1144",0
"1145",-1
"1146",0
"1147",0
"1148",0
"1149",0
"1150",-1
"1151",0
"1152",1
"1153",1
"1154",0
"1155",0
"1156",0
"1157",0
"1158",0
"1159",0
"1160",0
"1161",0
"1162",0
"1163",0
"1164",0
"1165",-1
"1166",-1
"1167",-1
"1168",-1
"1169",2
"1170",0
"1171",0
"1172",0
"1173",0
"1174",0
"1175",0
"1176",0
"1177",0
"1178",0
"1179",0
"1180",0
"1181",0
"1182",-1
"1183",0
"1184",-1
"1185",0
"1186",2
"1187",0
"1188",1
"1189",0
"1190",-1
"1191",0
"1192",1
"1193",1
"1194",3
"1195",1
"1196",0
"1197",-1
"1198",0
"1199",0
"1200",-1
"1201",1
"1202",0
"1203",1
"1204",0
"1205",0
"1206",0
"1207",-1
"1208",1
"1209",0
"1210",1
"1211",0
"1212",0
"1213",-1
"1214",0
"1215",0
"1216",0
"1217",0
"1218",0
"1219",-2
"1220",-1
"1221",-1
"1222",0
"1223",0
"1224",1
"1225",0
"1226",-1
"1227",0
"1228",0
"1229",0
"1230",0
"1231",0
"1232",0
"1233",0
"1234",0
"1235",0
"1236",1
"1237",-1
"1238",0
"1239",0
"1240",-1
"1241",0
"1242",0
"1243",0
"1244",0
"1245",0
"1246",0
"1247",0
"1248",-1
"1249",0
"1250",-1
"1251",0
"1252",1
"1253",0
"1254",0
"1255",0
"1256",0
"1257",0
"1258",-1
"1259",-1
"1260",0
"1261",0
"1262",0
"1263",0
"1264",0
"1265",0
"1266",0
"1267",0
"1268",0
"1269",1
"1270",1
"1271",0
"1272",0
"1273",1
"1274",-1
"1275",0
"1276",0
"1277",0
"1278",0
"1279",1
"1280",0
"1281",0
"1282",0
"1283",0
"1284",1
"1285",1
"1286",1
"1287",0
"1288",0
"1289",0
"1290",-1
"1291",0
"1292",0
"1293",-1
"1294",0
"1295",0
"1296",0
"1297",0
"1298",0
"1299",1
"1300",0
"1301",0
"1302",1
"1303",0
"1304",0
"1305",0
"1306",1
"1307",0
"1308",0
"1309",0
"1310",-1
"1311",0
"1312",0
"1313",1
"1314",0
"1315",-1
"1316",0
"1317",-1
"1318",0
"1319",0
"1320",0
"1321",-1
"1322",0
"1323",1
"1324",0
"1325",0
"1326",-1
"1327",0
"1328",0
"1329",-1
"1330",1
"1331",1
"1332",0
"1333",0
"1334",-1
"1335",1
"1336",0
"1337",0
"1338",0
"1339",1
"1340",0
"1341",1
"1342",0
"1343",0
"1344",1
"1345",1
"1346",-1
"1347",0
"1348",0
"1349",0
"1350",2
"1351",-1
"1352",1
"1353",1
"1354",0
"1355",0
"1356",0
"1357",0
"1358",0
"1359",1
"1360",1
"1361",0
"1362",0
"1363",1
"1364",-1
"1365",0
"1366",0
"1367",0
"1368",-1
"1369",1
"1370",0
"1371",0
"1372",-1
"1373",-1
"1374",0
"1375",0
"1376",0
"1377",0
"1378",0
"1379",0
"1380",0
"1381",0
"1382",-1
"1383",0
"1384",-1
"1385",0
"1386",0
"1387",-1
"1388",-1
"1389",0
"1390",0
"1391",0
"1392",-1
"1393",1
"1394",0
"1395",-1
"1396",1
"1397",0
"1398",-1
"1399",0
"1400",0
"1401",0
"1402",0
"1403",0
"1404",0
"1405",0
"1406",0
"1407",-1
"1408",0
"1409",0
"1410",0
"1411",0
"1412",0
"1413",0
"1414",0
"1415",0
"1416",0
"1417",0
"1418",0
"1419",0
"1420",1
"1421",0
"1422",1
"1423",1
"1424",0
"1425",0
"1426",-1
"1427",0
"1428",0
"1429",-1
"1430",1
"1431",0
"1432",-1
"1433",1
"1434",1
"1435",1
"1436",-1
"1437",0
"1438",2
"1439",1
"1440",-1
"1441",0
"1442",-1
"1443",0
"1444",1
"1445",0
"1446",0
"1447",-1
"1448",0
"1449",0
"1450",0
"1451",0
"1452",-1
"1453",0
"1454",1
"1455",0
"1456",0
"1457",0
"1458",0
"1459",0
"1460",0
"1461",-1
"1462",0
"1463",0
"1464",0
"1465",0
"1466",-1
"1467",1
"1468",1
"1469",1
"1470",0
"1471",1
"1472",0
"1473",0
"1474",-1
"1475",0
"1476",0
"1477",1
"1478",-1
"1479",1
"1480",0
"1481",1
"1482",0
"1483",-1
"1484",-1
"1485",1
"1486",-1
"1487",2
"1488",-1
"1489",0
"1490",0
"1491",-1
"1492",0
"1493",0
"1494",-2
"1495",1
"1496",0
"1497",0
"1498",-1
"1499",1
"1500",0
"1501",1
"1502",-2
"1503",0
"1504",-2
"1505",0
"1506",-1
"1507",1
"1508",-2
"1509",0
"1510",-2
"1511",3
"1512",0
"1513",1
"1514",0
"1515",1
"1516",1
"1517",1
"1518",-1
"1519",-1
"1520",2
"1521",0
"1522",0
"1523",1
"1524",1
"1525",0
"1526",-2
"1527",-1
"1528",0
"1529",2
"1530",-1
"1531",-1
"1532",1
"1533",0
"1534",0
"1535",-5
"1536",-1
"1537",1
"1538",3
"1539",3
"1540",2
"1541",-2
"1542",-3
"1543",8
"1544",4
"1545",0
"1546",1
"1547",0
"1548",0
"1549",0
"1550",0
"1551",0
"1552",2
"1553",-2
"1554",-2
"1555",-1
"1556",-1
"1557",0
"1558",-1
"1559",0
"1560",-1
"1561",-1
"1562",-2
"1563",0
"1564",20
"1565",0
"1566",0
"1567",0
"1568",-1
"1569",0
"1570",0
"1571",0
"1572",0
"1573",1
"1574",0
"1575",-1
"1576",1
"1577",0
"1578",-1
"1579",0
"1580",0
"1581",0
"1582",-1
"1583",0
"1584",-1
"1585",0
"1586",0
"1587",0
"1588",0
"1589",-1
"1590",0
"1591",1
"1592",0
"1593",-1
"1594",-1
"1595",-1
"1596",-1
"1597",1
"1598",1
"1599",1
"1600",0
"1601",0
"1602",0
"1603",0
"1604",1
"1605",0
"1606",0
"1607",1
"1608",0
"1609",0
"1610",1
"1611",-1
"1612",-1
"1613",0
"1614",0
"1615",-1
"1616",2
"1617",1
"1618",1
"1619",0
"1620",1
"1621",0
"1622",0
"1623",0
"1624",0
"1625",0
"1626",0
"1627",0
"1628",0
"1629",-1
"1630",-1
"1631",0
"1632",0
"1633",2
"1634",1
"1635",0
"1636",0
"1637",1
"1638",0
"1639",0
"1640",0
"1641",1
"1642",0
"1643",-2
"1644",0
"1645",0
"1646",1
"1647",0
"1648",0
"1649",1
"1650",1
"1651",1
"1652",0
"1653",0
"1654",1
"1655",1
"1656",-2
"1657",-1
"1658",1
"1659",-2
"1660",-1
"1661",0
"1662",0
"1663",1
"1664",-2
"1665",0
"1666",0
"1667",0
"1668",0
"1669",0
"1670",1
"1671",-1
"1672",0
"1673",-1
"1674",1
"1675",0
"1676",0
"1677",-1
"1678",1
"1679",0
"1680",-1
"1681",-1
"1682",1
"1683",0
"1684",-1
"1685",-1
"1686",0
"1687",0
"1688",-1
"1689",1
"1690",0
"1691",0
"1692",-1
"1693",-1
"1694",0
"1695",1
"1696",0
"1697",0
"1698",-1
"1699",0
"1700",0
"1701",-1
"1702",-2
"1703",0
"1704",1
"1705",0
"1706",-1
"1707",0
"1708",-1
"1709",-2
"1710",0
"1711",1
"1712",2
"1713",0
"1714",0
"1715",-2
"1716",-1
"1717",0
"1718",0
"1719",1
"1720",0
"1721",0
"1722",0
"1723",0
"1724",-2
"1725",1
"1726",0
"1727",-1
"1728",0
"1729",2
"1730",-2
"1731",-1
"1732",0
"1733",-1
"1734",1
"1735",-1
"1736",0
"1737",1
"1738",-1
"1739",-1
"1740",-1
"1741",-1
"1742",0
"1743",-1
"1744",0
"1745",0
"1746",0
"1747",1
"1748",0
"1749",0
"1750",0
"1751",0
"1752",-1
"1753",0
"1754",0
"1755",0
"1756",1
"1757",1
"1758",0
"1759",0
"1760",0
"1761",0
"1762",0
"1763",0
"1764",0
"1765",0
"1766",0
"1767",0
"1768",0
"1769",0
"1770",-2
"1771",-1
"1772",-2
"1773",-1
"1774",1
"1775",0
"1776",0
"1777",0
"1778",0
"1779",0
"1780",1
"1781",0
"1782",-1
"1783",-2
"1784",-1
"1785",0
"1786",0
"1787",0
"1788",1
"1789",-1
"1790",-1
"1791",0
"1792",0
"1793",0
"1794",-1
"1795",0
"1796",-1
"1797",0
"1798",-1
"1799",0
"1800",1
"1801",-1
"1802",-1
"1803",-1
"1804",-1
"1805",-1
"1806",-1
"1807",0
"1808",0
"1809",0
"1810",1
"1811",0
"1812",1
"1813",0
"1814",0
"1815",0
"1816",0
"1817",0
"1818",-1
"1819",0
"1820",0
"1821",1
"1822",1
"1823",0
"1824",0
"1825",0
"1826",-1
"1827",-2
"1828",0
"1829",1
"1830",1
"1831",0
"1832",0
"1833",0
"1834",0
"1835",0
"1836",0
"1837",0
"1838",0
"1839",0
"1840",0
"1841",-1
"1842",0
"1843",-1
"1844",0
"1845",-1
"1846",0
"1847",0
"1848",0
"1849",0
"1850",0
"1851",0
"1852",1
"1853",1
"1854",1
"1855",0
"1856",0
"1857",0
"1858",-1
"1859",0
"1860",0
"1861",0
"1862",-1
"1863",-1
"1864",0
"1865",0
"1866",1
"1867",1
"1868",1
"1869",1
"1870",0
"1871",0
"1872",0
"1873",-1
"1874",0
"1875",1
"1876",0
"1877",0
"1878",0
"1879",0
"1880",0
"1881",0
"1882",0
"1883",0
"1884",0
"1885",1
"1886",0
"1887",0
"1888",1
"1889",0
"1890",0
"1891",0
"1892",0
"1893",1
"1894",-1
"1895",-1
"1896",-1
"1897",-1
"1898",0
"1899",0
"1900",0
"1901",0
"1902",0
"1903",0
"1904",0
"1905",0
"1906",0
"1907",0
"1908",0
"1909",0
"1910",0
"1911",0
"1912",0
"1913",0
"1914",0
"1915",1
"1916",1
"1917",0
"1918",-1
"1919",-3
"1920",0
"1921",0
"1922",0
"1923",1
"1924",0
"1925",-1
"1926",0
"1927",0
"1928",0
"1929",0
"1930",0
"1931",0
"1932",0
"1933",0
"1934",0
"1935",0
"1936",0
"1937",0
"1938",0
"1939",-1
"1940",0
"1941",1
"1942",1
"1943",1
"1944",0
"1945",1
"1946",0
"1947",-1
"1948",-2
